id,code_a,description_a,description_b,description_c,code_b,is_manual_target,use_fairy_ui
481915,Door_Left_S,我方梯队,防御门,开启,Console_Icon,0,0
482001,Build_PortableEMP,我方梯队,EMP手雷,拾取,Console_Icon,0,0
482002,Door_Left_S,我方梯队,防御门,关闭,Console_Icon,0,0
482201,Door_Left_S,我方梯队,防御门,开启,Console_Icon,0,0
482203,Console_P,我方梯队,控制台,骇入,Console_Icon,0,0
482208,Boomer,我方梯队,炸药,埋设,Console_Icon,0,0
482215,Console_P,我方梯队,控制台,转向,Console_Icon,0,0
482219,Boomer,我方梯队,炸药,引爆,Console_Icon,0,0
482300,Console_P,我方梯队,AR小队傀儡,布置,Console_Icon,2,0
482315,Detonator,我方梯队,炸药,引爆,Console_Icon,0,0
482411,Console_P,我方梯队,变道装置,启动,Console_Icon,0,0
482431,Console_P,我方梯队,M4A1·傀儡,消耗2,Console_Icon,2,0
482432,Console_P,我方梯队,AR15·傀儡,消耗1,Console_Icon,2,0
482433,Console_P,我方梯队,SOPII·傀儡,消耗2,Console_Icon,2,0
482434,Console_P,我方梯队,M16A1·傀儡,消耗2,Console_Icon,2,0
482435,Console_P,我方梯队,RO635·傀儡,消耗1,Console_Icon,2,0
482436,Console_P,我方梯队,控制台,激活,Console_Icon,0,0
482501,Console_P,我方梯队,增幅装置,启动增幅,Console_Icon,0,0
482509,Console_P,我方梯队,数据核心,读取,Console_Icon,0,0
482512,Door_Left_S,我方梯队,防火墙,破解,Console_Icon,0,0
482513,PortalBlue,我方梯队,传送节点,传送,Console_Icon,0,0
483401,Console_P,我方梯队,数据接口,激活,Console_Icon,0,0
483501,Boomer,我方梯队,歌利亚,携带,Console_Icon,0,0
483502,Boomer,我方梯队,乱石堆,引爆,Console_Icon,0,0
483511,Boomer,我方梯队,歌利亚,投掷,Console_Icon,2,0
483611,Boomer,我方梯队,高爆炸药,埋设,Console_Icon,0,0
483902,Viscosity_Bomb,我方梯队,塑胶炸弹,埋设炸弹,Console_Icon,0,0
483903,Viscosity_Bomb,我方梯队,塑胶炸弹,拾取,Console_Icon,0,0
484170,Console_P,我方梯队,控制台,重置,Console_Icon,0,0
500000,2022WV00,指挥官,万能甜品机,放入食材,Console_Icon,0,0
500001,2022WV21,指挥官,薄荷世家,取出,Console_Icon,0,0
500002,2022WV22,指挥官,甜蜜军刀,取出,Console_Icon,0,0
500003,2022WV23,指挥官,命运之吻,取出,Console_Icon,0,0
500004,2022WV24,指挥官,巧克力二重奏,取出,Console_Icon,0,0
500005,2022WV25,指挥官,经典记忆,取出,Console_Icon,0,0
500006,2022WV11,指挥官,可可新世界,取出,Console_Icon,0,0
500007,2022WV12,指挥官,巧苏鲁,取出,Console_Icon,0,0
500020,2022WV01,指挥官,可可豆,拾取,Console_Icon,0,0
500021,2022WV10,指挥官,咖啡豆,拾取,Console_Icon,0,0
500022,2022WV02,指挥官,白砂糖,拾取,Console_Icon,0,0
500023,2022WV03,指挥官,怪味粉,拾取,Console_Icon,0,0
500024,2022WV04,指挥官,荧光粉,拾取,Console_Icon,0,0
500025,2022WV05,指挥官,冷却剂,拾取,Console_Icon,0,0
500026,2022WV06,指挥官,食用色素,拾取,Console_Icon,0,0
500027,2022WV07,指挥官,特色调料,拾取,Console_Icon,0,0
500028,2022WV08,指挥官,标准模具,拾取,Console_Icon,0,0
500029,2022WV09,指挥官,个性模具,拾取,Console_Icon,0,0
500030,2022WV01,指挥官,可可豆,放回,Console_Icon,0,0
500031,2022WV10,指挥官,咖啡豆,放回,Console_Icon,0,0
500032,2022WV02,指挥官,白砂糖,放回,Console_Icon,0,0
500033,2022WV03,指挥官,怪味粉,放回,Console_Icon,0,0
500034,2022WV04,指挥官,荧光粉,放回,Console_Icon,0,0
500035,2022WV05,指挥官,冷却剂,放回,Console_Icon,0,0
500036,2022WV06,指挥官,食用色素,放回,Console_Icon,0,0
500037,2022WV07,指挥官,特色调料,放回,Console_Icon,0,0
500038,2022WV08,指挥官,标准模具,放回,Console_Icon,0,0
500039,2022WV09,指挥官,个性模具,放回,Console_Icon,0,0
500091,2022WV00,万能甜品机,薄荷世家,点i查看配方,Console_Icon,0,0
500092,2022WV00,万能甜品机,甜蜜军刀,点i查看配方,Console_Icon,0,0
500093,2022WV00,万能甜品机,命运之吻,点i查看配方,Console_Icon,0,0
500094,2022WV00,万能甜品机,巧克力二重奏,点i查看配方,Console_Icon,0,0
500099,2022WV00,万能甜品机,配方表,查看配方,Console_Icon,0,0
500401,2022WV21,指挥官,薄荷世家,拾取,Console_Icon,0,0
500402,2022WV22,指挥官,甜蜜军刀,拾取,Console_Icon,0,0
500403,2022WV23,指挥官,命运之吻,拾取,Console_Icon,0,0
500404,2022WV24,指挥官,巧克力二重奏,拾取,Console_Icon,0,0
500405,2022WV25,指挥官,经典记忆,拾取,Console_Icon,0,0
500406,2022WV11,指挥官,可可新世界,拾取,Console_Icon,0,0
500407,2022WV12,指挥官,巧苏鲁,拾取,Console_Icon,0,0
500410,2022WV25,指挥官,帕斯卡,送出咖啡,Console_Icon,0,0
500411,2022WVLewis,指挥官,刘易斯,送出巧克力,Console_Icon,0,0
500412,2022WVFalcon,指挥官,隼,送出巧克力,Console_Icon,0,0
500413,2022WV79type,指挥官,79式,送出巧克力,Console_Icon,0,0
500414,2022WV97type,指挥官,97式,送出巧克力,Console_Icon,0,0
500415,2022WVHunter,指挥官,猎手-裳夜落蛾,送出巧克力,Console_Icon,0,0
500416,2022WVLWMMG,指挥官,LWMMG,送出巧克力,Console_Icon,0,0
500417,2022WVK5,指挥官,K5,送出巧克力,Console_Icon,0,0
500418,2022WVM1,指挥官,M1加兰德,送出巧克力,Console_Icon,0,0
500419,2022WVP22,指挥官,P22,送出巧克力,Console_Icon,0,0
500420,2022WVT77,指挥官,T77,送出巧克力,Console_Icon,0,0
500461,LiftBlue,指挥官,电梯,搭乘,Console_Icon,0,0
500491,2022WV11,指挥官,可可新世界,投喂,Console_Icon,2,0
500496,2022WV12,指挥官,巧苏鲁,投喂,Console_Icon,2,0
510303,MissileLauncher,我方梯队,炮击阵地,重新启动,Console_Icon,0,0
510313,MissileLauncher,我方梯队,炮击阵地,炮击,Console_Icon,2,0
510411,LiftBlue,我方梯队,电梯,搭乘,Console_Icon,0,0
510701,Viscosity_Bomb,我方梯队,塑胶炸弹,拾取,Console_Icon,0,0
510705,Console_P,RO小队,信号增幅,限制解除,Console_Icon,2,0
510712,Viscosity_Bomb,我方梯队,塑胶炸弹,埋设炸弹,Console_Icon,2,0
510903,Console_P,我方梯队,密码锁,破解,Console_Icon,0,0
510911,Boomer,我方梯队,歌莉娅,炸毁设施,Console_Icon,2,0
510913,Console_P,RO小队,密码锁,高速破解,Console_Icon,0,0
510921,MissileB2,我方梯队,粒子震荡炮,炮击,Console_Icon,2,0
511001,Console_P,我方梯队,控制台,获取控制权,Console_Icon,0,0
511012,PylonTower_B_3,我方梯队,增幅塔,伤害增幅,Console_Icon,2,0
511013,PylonTower_A_3,我方梯队,增幅塔,护盾增幅,Console_Icon,2,0
511701,Console_P,我方梯队,控制台,空袭引导,Console_Icon,2,0
1000101,Rock,我方梯队,乱石堆I,炸毁,Squad_Icon,0,0
1000102,Rock,我方梯队,乱石堆I,炸毁,Squad_Icon,0,0
1000105,Rock,我方梯队,乱石堆II,炸毁,Squad_Icon,0,0
1000108,Birdge_Left,我方梯队,要道I,预置爆破,Squad_Icon,0,0
1000112,Birdge_Left,我方梯队,要道II,预置爆破,Squad_Icon,0,0
1000115,Birdge_Left,我方梯队,要道III,预置爆破,Squad_Icon,0,0
1000201,Rock,我方梯队,乱石堆II,炸毁,Squad_Icon,0,0
1000301,Rock,我方梯队,乱石堆III,炸毁,Squad_Icon,0,0
1000401,Rock,我方梯队,乱石堆IV,炸毁,Squad_Icon,0,0
1000501,Rock,我方梯队,乱石堆V,炸毁,Squad_Icon,0,0
1000601,Rock,我方梯队,乱石堆VI,炸毁,Squad_Icon,0,0
1010104,Console,我方梯队,控制台I,解锁权限,Squad_Icon,0,0
1010105,Console,我方梯队,控制台I,冻结权限,Squad_Icon,0,0
1010106,Console,我方梯队,控制台I,解锁权限,Squad_Icon,0,0
1010107,Console,我方梯队,控制台I,冻结权限,Squad_Icon,0,0
1010110,Console,我方梯队,控制台I,解锁权限,Squad_Icon,0,0
1010111,Console,我方梯队,控制台I,冻结权限,Squad_Icon,0,0
1010112,Console,我方梯队,控制台I,权限提示,Squad_Icon,0,0
1010113,Console,我方梯队,控制台I,重置提示,Squad_Icon,0,0
1010114,Console,我方梯队,控制台I,权限提示,Squad_Icon,0,0
1010204,Console,我方梯队,控制台II,解锁权限,Squad_Icon,0,0
1010205,Console,我方梯队,控制台II,冻结权限,Squad_Icon,0,0
1010206,Console,我方梯队,控制台I,权限提示,Squad_Icon,0,0
1010207,Console,我方梯队,控制台II,解锁权限,Squad_Icon,0,0
1010208,Console,我方梯队,控制台II,冻结权限,Squad_Icon,0,0
1010209,Console,我方梯队,控制台II,权限提示,Squad_Icon,0,0
1010210,Console,我方梯队,控制台II,重置提示,Squad_Icon,0,0
1010212,Console,我方梯队,控制台I,权限提示,Squad_Icon,0,0
1010213,Console,我方梯队,控制台I,重置提示,Squad_Icon,0,0
1010304,Console,我方梯队,控制台III,解锁权限,Squad_Icon,0,0
1010305,Console,我方梯队,控制台III,冻结权限,Squad_Icon,0,0
1010306,Console,我方梯队,控制台II,解锁权限,Squad_Icon,0,0
1010307,Console,我方梯队,控制台II,冻结权限,Squad_Icon,0,0
1010308,Console,我方梯队,控制台I,解锁权限,Squad_Icon,0,0
1010309,Console,我方梯队,控制台I,冻结权限,Squad_Icon,0,0
1010404,Console,我方梯队,控制台IV,解锁权限,Squad_Icon,0,0
1010405,Console,我方梯队,控制台IV,冻结权限,Squad_Icon,0,0
1010406,Console,我方梯队,控制台IV,解锁权限,Squad_Icon,0,0
1010407,Console,我方梯队,控制台IV,冻结权限,Squad_Icon,0,0
1010410,Console,我方梯队,控制台III,解锁权限,Squad_Icon,0,0
1010411,Console,我方梯队,控制台III,冻结权限,Squad_Icon,0,0
1010412,Console,我方梯队,控制台I,解锁权限,Squad_Icon,0,0
1010413,Console,我方梯队,控制台I,冻结权限,Squad_Icon,0,0
1010414,Console,我方梯队,控制台II,解锁权限,Squad_Icon,0,0
1010415,Console,我方梯队,控制台II,冻结权限,Squad_Icon,0,0
1010504,Console,我方梯队,控制台V,解锁权限,Squad_Icon,0,0
1010505,Console,我方梯队,控制台V,冻结权限,Squad_Icon,0,0
1010506,Console,我方梯队,控制台IV,解锁权限,Squad_Icon,0,0
1010507,Console,我方梯队,控制台IV,冻结权限,Squad_Icon,0,0
1010508,Console,我方梯队,控制台II,解锁权限,Squad_Icon,0,0
1010509,Console,我方梯队,控制台II,冻结权限,Squad_Icon,0,0
1010604,Console,我方梯队,控制台VI,解锁权限,Squad_Icon,0,0
1010605,Console,我方梯队,控制台VI,冻结权限,Squad_Icon,0,0
1010606,Console,我方梯队,控制台V,解锁权限,Squad_Icon,0,0
1010607,Console,我方梯队,控制台V,冻结权限,Squad_Icon,0,0
1010608,Console,我方梯队,控制台III,解锁权限,Squad_Icon,0,0
1010609,Console,我方梯队,控制台III,冻结权限,Squad_Icon,0,0
1010704,Console,我方梯队,控制台VII,解锁权限,Squad_Icon,0,0
1010705,Console,我方梯队,控制台VII,冻结权限,Squad_Icon,0,0
1010706,Console,我方梯队,控制台VI,解锁权限,Squad_Icon,0,0
1010707,Console,我方梯队,控制台VI,冻结权限,Squad_Icon,0,0
1010804,Console,我方梯队,控制台VIII,解锁权限,Squad_Icon,0,0
1010805,Console,我方梯队,控制台VIII,冻结权限,Squad_Icon,0,0
1010806,Console,我方梯队,控制台VI,解锁权限,Squad_Icon,0,0
1010807,Console,我方梯队,控制台VI,冻结权限,Squad_Icon,0,0
1020106,Door_Left,控制台I,防御门I,开启,Console_Icon,0,0
1020107,Door_Left,控制台I,防御门I,关闭,Console_Icon,0,0
1020108,Door_Left,控制台I,防御门I,开启,Console_Icon,0,0
1020109,Door_Left,控制台I,防御门I,关闭,Console_Icon,0,0
1020110,Door_Left,控制台I,防御门I,开启,Console_Icon,0,0
1020111,Door_Left,控制台I,防御门I,关闭,Console_Icon,0,0
1020112,Door_Left,控制台I,防御门I,权限提示,Console_Icon,0,0
1020113,Door_Left,控制台I,防御门I,开启,Console_Icon,0,0
1020114,Door_Left,控制台I,防御门I,关闭,Console_Icon,0,0
1020115,Door_Left,控制台I,防御门I,开启,Console_Icon,0,0
1020116,Door_Left,控制台I,防御门I,关闭,Console_Icon,0,0
1020117,Door_Left,控制台I,防御门I,权限提示,Console_Icon,0,0
1020118,Door_Left,控制台I,防御门I,开启,Console_Icon,0,0
1020119,Door_Left,控制台I,防御门I,关闭,Console_Icon,0,0
1020120,Door_Left,控制台I,防御门I,权限提示,Console_Icon,0,0
1020121,Door_Left,控制台I,防御门I,开启,Console_Icon,0,0
1020122,Door_Left,控制台I,防御门I,关闭,Console_Icon,0,0
1020123,Door_Left,控制台I,防御门I,权限提示,Console_Icon,0,0
1020126,Door_Left,控制台I,防御门I型①,开启,Console_Icon,0,0
1020127,Door_Left,控制台I,防御门I型①,关闭,Console_Icon,0,0
1020206,Door_Left,控制台II,防御门II,开启,Console_Icon,0,0
1020207,Door_Left,控制台II,防御门II,关闭,Console_Icon,0,0
1020208,Door_Left,控制台II,防御门II,开启,Console_Icon,0,0
1020209,Door_Left,控制台II,防御门II,关闭,Console_Icon,0,0
1020210,Door_Left,控制台II,防御门II,开启,Console_Icon,0,0
1020211,Door_Left,控制台II,防御门II,关闭,Console_Icon,0,0
1020212,Door_Left,控制台II,防御门II,权限提示,Console_Icon,0,0
1020213,Door_Left,控制台II,防御门II,开启,Console_Icon,0,0
1020214,Door_Left,控制台II,防御门II,关闭,Console_Icon,0,0
1020215,Door_Left,控制台II,防御门II,开启,Console_Icon,0,0
1020216,Door_Left,控制台II,防御门II,关闭,Console_Icon,0,0
1020217,Door_Left,控制台II,防御门II,权限提示,Console_Icon,0,0
1020218,Door_Left,控制台I,防御门I型②,开启,Console_Icon,0,0
1020219,Door_Left,控制台I,防御门I型②,关闭,Console_Icon,0,0
1020306,Door_Left,控制台III,防御门III,开启,Console_Icon,0,0
1020307,Door_Left,控制台III,防御门III,关闭,Console_Icon,0,0
1020308,Door_Left,控制台III,防御门III,开启,Console_Icon,0,0
1020309,Door_Left,控制台III,防御门III,关闭,Console_Icon,0,0
1020310,Door_Left,控制台III,防御门III,开启,Console_Icon,0,0
1020311,Door_Left,控制台III,防御门III,关闭,Console_Icon,0,0
1020312,Door_Left,控制台III,防御门III,权限提示,Console_Icon,0,0
1020313,Door_Left,控制台I,防御门I型③,开启,Console_Icon,0,0
1020314,Door_Left,控制台I,防御门I型③,关闭,Console_Icon,0,0
1020406,Door_Left,控制台IV,防御门IV,开启,Console_Icon,0,0
1020407,Door_Left,控制台IV,防御门IV,关闭,Console_Icon,0,0
1020408,Door_Left,控制台III,防御门III,开启,Console_Icon,0,0
1020409,Door_Left,控制台III,防御门III,关闭,Console_Icon,0,0
1020410,Door_Left,控制台I,防御门I型④,开启,Console_Icon,0,0
1020411,Door_Left,控制台I,防御门I型④,关闭,Console_Icon,0,0
1020506,Door_Left,控制台V,防御门V,开启,Console_Icon,0,0
1020507,Door_Left,控制台V,防御门V,关闭,Console_Icon,0,0
1020508,Door_Left,控制台IV,防御门IV,开启,Console_Icon,0,0
1020509,Door_Left,控制台IV,防御门IV,关闭,Console_Icon,0,0
1020606,Door_Left,控制台VI,防御门VI,开启,Console_Icon,0,0
1020607,Door_Left,控制台VI,防御门VI,关闭,Console_Icon,0,0
1020608,Door_Left,控制台V,防御门V,开启,Console_Icon,0,0
1020609,Door_Left,控制台V,防御门V,关闭,Console_Icon,0,0
1020706,Door_Left,控制台VII,防御门VII,开启,Console_Icon,0,0
1020707,Door_Left,控制台VII,防御门VII,关闭,Console_Icon,0,0
1020708,Door_Left,控制台I,防御门I型⑤,开启,Console_Icon,0,0
1020709,Door_Left,控制台I,防御门I型⑤,关闭,Console_Icon,0,0
1020806,Door_Left,控制台VIII,防御门VIII,开启,Console_Icon,0,0
1020807,Door_Left,控制台VIII,防御门VIII,关闭,Console_Icon,0,0
1020906,Door_Left,控制台IX,防御门IX,开启,Console_Icon,0,0
1020907,Door_Left,控制台IX,防御门IX,关闭,Console_Icon,0,0
1021006,Door_Left,控制台X,防御门X,开启,Console_Icon,0,0
1021007,Door_Left,控制台X,防御门X,关闭,Console_Icon,0,0
1021106,Door_Left,控制台XI,防御门XI,开启,Console_Icon,0,0
1021107,Door_Left,控制台XI,防御门XI,关闭,Console_Icon,0,0
1021206,Door_Left,控制台XII,防御门XII,开启,Console_Icon,0,0
1021207,Door_Left,控制台XII,防御门XII,关闭,Console_Icon,0,0
1021306,Door_Left,控制台XIII,防御门XIII,开启,Console_Icon,0,0
1021307,Door_Left,控制台XIII,防御门XIII,关闭,Console_Icon,0,0
1030101,Boomer,我方梯队,弃置歌利亚I,携带,Squad_Icon,0,0
1030201,Boomer,我方梯队,弃置歌利亚II,携带,Squad_Icon,0,0
1030301,Boomer,我方梯队,弃置歌利亚III,携带,Squad_Icon,0,0
1030401,Boomer,我方梯队,弃置歌利亚IV,携带,Squad_Icon,0,0
1030501,Boomer,我方梯队,弃置歌利亚V,携带,Squad_Icon,0,0
1030601,Boomer,我方梯队,弃置歌利亚VI,携带,Squad_Icon,0,0
1060105,MissileLauncher,控制台I,炮击阵地I,关闭,Console_Icon,0,0
1060106,MissileLauncher,控制台I,炮击阵地I,激活,Console_Icon,0,0
1060107,MissileLauncher,控制台I,炮击阵地I,炮击,Console_Icon,0,0
1060108,MissileLauncher,控制台I,炮击阵地I,炮击,Console_Icon,0,0
1060109,MissileLauncher,控制台I,炮击阵地I,关闭,Console_Icon,0,0
1060110,MissileLauncher,控制台I,炮击阵地I,激活,Console_Icon,0,0
1060111,MissileLauncher,控制台I,炮击阵地I,炮击,Console_Icon,0,0
1060112,MissileLauncher,控制台I,炮击阵地I,炮击,Console_Icon,0,0
1060205,MissileLauncher,控制台II,炮击阵地II,关闭,Console_Icon,0,0
1060206,MissileLauncher,控制台II,炮击阵地II,激活,Console_Icon,0,0
1060207,MissileLauncher,控制台II,炮击阵地II,炮击,Console_Icon,0,0
1060208,MissileLauncher,控制台II,炮击阵地II,炮击,Console_Icon,0,0
1060209,MissileLauncher,控制台II,炮击阵地II,关闭,Console_Icon,0,0
1060210,MissileLauncher,控制台II,炮击阵地II,激活,Console_Icon,0,0
1060211,MissileLauncher,控制台II,炮击阵地II,炮击,Console_Icon,0,0
1060213,MissileLauncher,控制台I,炮击阵地II,关闭,Console_Icon,0,0
1060214,MissileLauncher,控制台I,炮击阵地II,激活,Console_Icon,0,0
1060215,MissileLauncher,控制台I,炮击阵地II,炮击,Console_Icon,0,0
1060305,MissileLauncher,控制台III,炮击阵地III,关闭,Console_Icon,0,0
1060306,MissileLauncher,控制台III,炮击阵地III,激活,Console_Icon,0,0
1060307,MissileLauncher,控制台III,炮击阵地III,炮击,Console_Icon,0,0
1060308,MissileLauncher,控制台,炮击阵地III,关闭,Console_Icon,0,0
1060309,MissileLauncher,控制台,炮击阵地III,激活,Console_Icon,0,0
1060310,MissileLauncher,控制台,炮击阵地III,炮击,Console_Icon,0,0
1060311,MissileLauncher,控制台,炮击阵地III,权限提示,Console_Icon,0,0
1060313,MissileLauncher,控制台,炮击阵地III,关闭,Console_Icon,0,0
1060314,MissileLauncher,控制台,炮击阵地III,激活,Console_Icon,0,0
1060315,MissileLauncher,控制台,炮击阵地III,炮击,Console_Icon,0,0
1060316,MissileLauncher,控制台,炮击阵地III,权限提示,Console_Icon,0,0
1060405,MissileLauncher,控制台IV,炮击阵地IV,关闭,Console_Icon,0,0
1060406,MissileLauncher,控制台IV,炮击阵地IV,激活,Console_Icon,0,0
1060407,MissileLauncher,控制台IV,炮击阵地IV,炮击,Console_Icon,0,0
1060505,MissileLauncher,控制台V,炮击阵地V,关闭,Console_Icon,0,0
1060506,MissileLauncher,控制台V,炮击阵地V,激活,Console_Icon,0,0
1060507,MissileLauncher,控制台V,炮击阵地V,炮击,Console_Icon,0,0
1060605,MissileLauncher,控制台VI,炮击阵地VI,关闭,Console_Icon,0,0
1060606,MissileLauncher,控制台VI,炮击阵地VI,激活,Console_Icon,0,0
1060607,MissileLauncher,控制台VI,炮击阵地VI,炮击,Console_Icon,0,0
1070101,AirportTower,控制台II,净化塔II,净化,Console_Icon,0,0
1070102,AirportTower,控制台II,净化塔II,权限提示,Console_Icon,0,0
1070201,AirportTower,控制台VI,净化塔VII,净化,Console_Icon,0,0
1070202,AirportTower,控制台VI,净化塔VII,权限提示,Console_Icon,0,0
1140101,Build_PortableEMP,我方梯队,EMP手雷,携带,Squad_Icon,0,0
1140103,Build_PortableEMP,我方梯队,？？？,扔出,Squad_Icon,0,0
1150102,Build_Pump,我方梯队,大型水阀Ⅰ,预置爆破,Squad_Icon,0,0
1150202,Build_Pump,我方梯队,大型水阀Ⅱ,预置爆破,Squad_Icon,0,0
1150302,Build_Pump,我方梯队,大型水阀Ⅲ,预置爆破,Squad_Icon,0,0
1150402,Build_Pump,我方梯队,大型水阀Ⅳ,预置爆破,Squad_Icon,0,0
6000001,Console,我方梯队,防御门I,开启,Console_Icon,0,0
6000002,Boomer,我方梯队,弃置歌莉娅,携带,Squad_Icon,0,0
